British,9,85,7.17,5100.5
Dutch,2,61,4.16,2746.5
German,6,34,8.52,3100
Finnish,2,11,7.32,2688
Australian,2,8,7.5,1483
Mexican,2,6,8.29,1423
Spanish,3,3,8.32,1773.5
French,5,2,10.62,999
Brazilian,3,0,10.19,380
Russian,3,0,12.16,203
Canadian,2,0,12.29,294
Japanese,2,0,12.72,77
New Zealander,2,0,13.09,6
American,2,0,15.55,1
